0,0,0,0,0,0,0.290867,0.32172,0.322662,0.281682,0.284626,0.304292,0.309238,0.30123,0.301701,0.306647,0.341504,0.328786,0.307471,0.322898,0.313713,0.326195,0.311357,0.323604,0.317481,0.320307,0.342682,0.317716,0.318188,0.340562,0.338678,0.349983,0.342682,0.347156,0.340326,0,0.275087,0.298875,0.306412,0.279209,0.28969,0.292045,0.276147,0.265196,0.290632,0.300524,0.260485,0.263547,0.278856,0.273439,0.297226,0.304056,0.267786,0.272732,0.266373,0.273321,0.26496,0.272026,0.295931,0.280975,0.295107,0.286863,0.292987,0.288512,0.278385,0.289219,
0,0,0,0,0,0,0.334909,0.329021,0.33067,0.32596,0.338207,0.328079,0.326902,0.323133,0.324076,0.33067,0.299817,0.29758,0.302054,0.319954,0.316539,0.300052,0.319836,0.291574,0.31913,0.305469,0.266609,0.256128,0.271084,0.281446,0.272497,0.27862,0.280033,0.249651,0.2765,0.250358,0.262016,0.25601,0.278149,0.292516,0.275087,0.278856,0.264724,0.279091,0.272379,0.260956,0.291574,0.299346,0.308767,0.304292,0.303821,0.286628,0.297462,0.299581,0.302879,0.283331,0.294871,0.294871,0.31489,0.329492,0.307589,0.288983,0.308649,0.30229,0.313124,0.303703,
0,0,0,0,0,0,0.303585,0.282271,0.272968,0.313242,0.28545,0.286628,0.291103,0.313713,0.303114,0.309709,0.295107,0.287805,0.308531,0.271555,0.320307,0.28286,0.287688,0.292987,0.270495,0.293222,0.395438,0,0.385075,0.390492,0.398382,0.394025,0.401326,0.405801,0,0.381307,0.303585,0.30441,0.28969,0.278738,0.282624,0.308531,0.324193,0.315126,0.294636,0.266844,0.301348,0.321249,0.295578,0.315597,0.300641,0.314537,0.313359,0.293693,0.297462,0.304527,0.294164,0.282388,0.303114,0.287217,0.288748,0.274734,0.279562,0.27391,0.278149,0.286628,
0,0,0,0,0,0,0.299464,0.274381,0.301466,0.298168,0.272497,0.292045,0.294636,0.305587,0.30123,0.288159,0.304763,0.288865,0.304527,0.324782,0.284508,0.287099,0.288748,0.289925,0.296402,0.313242,0,0.331612,0.322191,0.349512,0.351631,0.312771,0.347156,0.328315,0.299228,0.328197,0.324076,0.333732,0.295342,0.268728,0.281682,0.31913,0.286392,0.321249,0.283095,0.272968,0.307825,0.313948,0.311122,0.312771,0.326902,0,0.320307,0.312771,0.305234,0.297697,0.291574,0.314655,0.290867,0.302408,0.310533,0.296049,0.307,0.286863,0.289454,0.288041,
0,0,0,0,0,0,0.290396,0.311593,0.294871,0.28286,0.293693,0.295578,0.293693,0.298051,0.284273,0.263311,0.31701,0.335145,0.330906,0.339738,0.347392,0.31913,0.313477,0.327373,0.31489,0.340326,0.316539,0.295813,0.308296,0.307589,0.302879,0.30123,0.293458,0.300759,0.308531,0.308531,0.309944,0.303585,0.310415,0.315008,0.293693,0.309473,0.297815,0.311475,0.306647,0.304998,0.275558,0.254597,0.261663,0.268611,0.272732,0.266609,0.252713,0.250122,0.265431,0.274616,0.276972,0.28286,0.272968,0.288983,0.258836,0.258483,0.278385,0.256952,0.289219,0.274145,
0,0,0,0,0,0,0.285097,0.30594,0.31018,0.297226,0.300995,0.312771,0.30123,0.30017,0.311946,0.303232,0.298639,0.289572,0.290396,0.291574,0.309827,0.296873,0.298404,0.309944,0.300995,0.307,0.275558,0.277443,0.295224,0.268257,0.272026,0.294636,0.285332,0.273674,0.281917,0.272732,0.291809,0.263665,0.293929,0.321132,0.291338,0.290396,0.279798,0.279091,0.274145,0.277207,0.299935,0.336087,0.3249,0.316303,0.322898,0.333496,0.336558,0.343388,0.310651,0,0.333025,0.319836,0.326666,0.328079,0.317716,0.330317,0.331377,0.334674,0.332436,0.332554,
0,0,0,0,0,0,0.293929,0.300524,0.298051,0.276972,0.309356,0.307354,0.30594,0.306883,0.307118,0.313477,0.316892,0.297933,0.300406,0.305234,0.293458,0.294164,0.314537,0.288983,0.309944,0.308767,0.281446,0.283331,0.283802,0.272026,0.291574,0.29911,0.307354,0.286392,0.297697,0.306176,0.261898,0.291103,0.313477,0.294636,0.289807,0.30806,0.325018,0.29122,0.273439,0.288748,0.300524,0.318188,0.314184,0.295107,0.299817,0.28969,0.302643,0.277207,0.293576,0.295813,0.297933,0.293222,0.308296,0.31807,0.277207,0.310062,0.28545,0.284037,0.29652,0.296991,
0,0,0,0,0,0,0.263311,0.269906,0.281211,0.28651,0.280033,0.291103,0.282624,0.269788,0.296755,0.292045,0.322545,0.309709,0.319601,0.313713,0.320778,0.299817,0.3249,0.300406,0.302643,0.29228,0.333025,0.334674,0.337265,0.337971,0.322898,0.334909,0.332672,0.324547,0.324076,0.320189,0.304998,0.318188,0.327373,0.315597,0.299346,0.30017,0.320778,0.314184,0.296755,0.316303,0.304527,0.274381,0.268493,0.2765,0.274734,0.281917,0.283684,0.287334,0.276029,0.281211,0.276029,0.272261,0.272732,0.268964,0.268022,0.290161,0.284037,0.304292,0.284979,0.272732,
0,0,0,0,0,0,0.295813,0.295695,0.300406,0.31489,0.288512,0.302879,0.298168,0.291809,0.287334,0.280504,0.295342,0.305705,0.309827,0.313948,0.304763,0.288512,0.298168,0.298875,0.293458,0.304527,0.307354,0.292751,0.306647,0.317599,0.325724,0.306294,0.340209,0.315832,0.297933,0.315832,0.302879,0.286157,0.307354,0.286863,0.298286,0.309356,0.296284,0.276265,0.297344,0.306765,0.30123,0.304527,0.300877,0.285804,0.299699,0.302643,0.305234,0.313242,0.299464,0.289925,0.272968,0.272379,0.302996,0.285215,0.287805,0.298639,0.300406,0.301937,0.298875,0.292751,
0,0,0,0,0,0,0.292987,0.281682,0.290867,0.280504,0.297933,0.290161,0.292751,0.302172,0.281446,0.282153,0.294164,0.302172,0.294047,0.309002,0.296991,0.291103,0.311357,0.291809,0.305705,0.285921,0.266962,0.31701,0.297226,0.302879,0.289925,0.300759,0.291103,0.28074,0.292045,0.304527,0.306176,0.292869,0.302761,0.298404,0.309002,0.290867,0.301701,0.305116,0.302408,0.299581,0.316539,0.290632,0.298639,0.323604,0.318659,0.287805,0.303114,0.293929,0.294989,0.286628,0.312064,0.308296,0.289454,0.306176,0.309356,0.301466,0.288983,0.290161,0.274381,0.302643,
0,0,0,0,0,0,0.305705,0.279327,0.294164,0.292163,0.28286,0.26708,0.292516,0.281446,0.280504,0.293693,0.338796,0.323604,0.290161,0.310298,0.305705,0.312771,0.306412,0.308178,0.274852,0.322309,0.286863,0.322662,0.323722,0.324311,0.310533,0.31913,0.325724,0.325371,0.327137,0.323369,0.309002,0.313242,0.298404,0.280033,0.300288,0.28757,0.316774,0.317952,0.304056,0.291456,0.272379,0.263194,0.282388,0.280504,0.264724,0.273439,0.280975,0.291574,0.254362,0.269906,0.283095,0.274263,0.269435,0.268846,0.258483,0.282153,0.297933,0.284037,0.278149,0.280033,
0,0,0,0,0,0,0.351396,0.359875,0.343153,0.357519,0.346214,0.32172,0,0.349276,0.352573,0.353869,0.300288,0.297226,0.281329,0.29546,0.310415,0.289454,0.284979,0.277914,0.293929,0.281682,0.28545,0.284744,0.294636,0.282506,0.283919,0.297462,0.283331,0.283213,0.27968,0.283802,0.268257,0.282506,0.288983,0.300052,0.305705,0.287217,0.283802,0.289925,0.295342,0.281917,0.270848,0.295813,0.284155,0.301466,0.288512,0.30594,0.313713,0.299935,0.297933,0.298286,0.304527,0.291809,0.300759,0.294989,0.307118,0.287923,0.289454,0.290161,0.280975,0.292163,
0,0,0,0,0,0,0.288159,0.320543,0.30335,0.285686,0.276265,0.290749,0.284979,0.282388,0.295695,0.288276,0.268022,0.303232,0.279444,0.27391,0.295578,0.275087,0.302643,0.308767,0.272261,0.291338,0.287099,0.311122,0.292751,0.304056,0.288512,0.276736,0.296991,0.309473,0.28757,0.288983,0.300995,0.30123,0.284744,0.288041,0.303703,0.298404,0.295813,0.281682,0.291692,0.284744,0.308413,0.308531,0.296284,0.311593,0.31807,0.293693,0.304056,0.276618,0.302172,0.289925,0.316068,0.304056,0.318423,0.299346,0.318894,0.321485,0.288865,0.298875,0.30229,0.29652,
0,0,0,0,0,0,0.286039,0.288512,0.303821,0.298639,0.321956,0.285921,0.295813,0.294164,0.278738,0.278856,0.319601,0.315597,0.31701,0.328079,0.309709,0.311593,0.32961,0.341268,0.293693,0.33538,0.307942,0.304998,0.311828,0.313242,0.275087,0.322662,0.301937,0.302172,0.300759,0.284508,0.324782,0.304998,0.306176,0.320307,0.311593,0.325018,0.305234,0.304763,0.308884,0.30229,0.262369,0.257659,0.270377,0.265667,0.277207,0.265431,0.265196,0.277443,0.261663,0.285686,0.29911,0.311357,0.306883,0.312771,0.3123,0.280975,0.296755,0.293929,0.298051,0.306647,
0,0,0,0,0,0,0.302879,0.300759,0.285921,0.300406,0.269082,0.288983,0.2765,0.267786,0.289101,0.286392,0.29122,0.288983,0.300288,0.316421,0.303585,0.286628,0.286392,0.298286,0.316774,0.307825,0.284744,0.290396,0.290396,0.312771,0.302996,0.295107,0.301701,0.321014,0.313242,0.320307,0.317481,0.308413,0.306294,0.307236,0.313595,0.317481,0.314184,0.313595,0.304527,0.309002,0.271319,0.284979,0.284744,0.283566,0.270377,0.291809,0.290867,0.28969,0.294636,0.292634,0.295813,0.331141,0.339855,0.311593,0.30912,0.33067,0.316774,0.295342,0,0.318659,
0,0,0,0,0,0,0.308649,0.327844,0.329728,0.340326,0.326431,0.326666,0.321838,0.343388,0.31124,0.344566,0.321367,0.300288,0.294871,0.295578,0.304292,0.28286,0.288159,0.294282,0.288512,0.289219,0.324076,0.318188,0.313006,0.307354,0.303468,0.313948,0.324076,0.304998,0,0.294164,0.260485,0.280975,0.288276,0.26967,0.263665,0.269199,0.267668,0.256481,0.267904,0.274852,0.315126,0.257423,0.290278,0.311593,0.316068,0.292634,0.295342,0.316303,0.284744,0.290278,0.314655,0.294871,0.306529,0.297933,0.282388,0.302879,0.28969,0.295813,0.299346,0.295813,
