0,0,0,0,2.40042,2.40018,2.40077,2.40136,2.40066,2.39948,2.39971,2.40113,2.39889,2.39971,2.3764,2.37863,2.37604,2.37663,2.37663,2.37404,2.37663,2.37522,2.37828,2.37734,2.38664,2.38782,2.38605,2.38794,2.38676,2.38594,2.387,2.38523,2.38605,2.38323,2.39453,2.393,2.39453,2.39265,2.39206,2.39147,2.39383,2.39159,2.39147,2.39194,
0,0,0,0,2.36792,2.37027,2.36992,2.36874,2.37145,2.36545,2.36745,2.37145,2.36721,2.36945,2.41714,2.41679,2.41443,2.41514,2.41785,2.36827,2.41502,2.41596,2.41596,2.41479,2.40383,2.41055,2.40796,2.40866,2.40807,2.41114,2.40489,2.40878,2.40796,2.41043,2.36851,2.37074,2.3698,2.37275,2.37157,2.37086,2.37074,2.36898,2.36933,2.37451,
0,0,0,0,2.39465,2.39135,2.39618,2.39736,2.39312,2.39394,2.39571,2.397,2.39418,2.39312,2.3983,2.40054,2.39901,2.39924,2.39842,2.35025,2.39971,2.32446,2.40018,2.39865,2.40325,2.40336,2.40325,2.40336,2.40101,2.4023,2.4016,2.40148,2.40066,2.40124,2.38535,2.38346,2.3824,2.3837,2.38452,2.38052,2.3837,2.38193,2.37875,2.33824,
0,0,0,0,2.38546,2.38558,2.38111,2.38464,2.3844,2.3817,2.38087,2.38017,2.37969,2.33671,2.40431,2.4023,2.4056,2.40713,2.40666,2.40607,2.40325,2.36592,2.40807,2.40819,2.38264,2.38064,2.38193,2.38334,2.38264,2.38393,2.3844,2.37922,2.33812,2.3817,2.4122,2.41137,2.41019,2.41149,2.41208,2.40984,2.40831,2.41231,2.40925,2.41031,
0,0,0,0,2.395,2.39594,2.39748,2.39842,2.3983,2.39559,2.39724,2.395,2.39583,2.3963,2.4003,2.34861,2.34896,2.40054,2.40136,2.39583,2.39006,2.39924,2.39983,2.34837,2.3837,2.38311,2.37793,2.38299,2.3784,2.38158,2.38005,2.3824,2.37934,2.37946,2.40372,2.40643,2.40619,2.36545,2.40419,2.40537,2.40183,2.40478,2.40372,2.40513,
0,0,0,0,2.42833,2.42633,2.42845,2.42633,2.42939,2.42786,2.38629,2.42503,2.42397,2.42703,2.35979,2.35532,2.35202,2.35508,2.35826,2.35862,2.35897,2.35885,2.35826,2.35838,2.38594,2.38228,2.38582,2.38429,2.38334,2.38358,2.38476,2.38358,2.37687,2.38464,2.40042,2.40136,2.40077,2.35626,2.39877,2.39971,2.39983,2.40113,2.40101,2.3963,
0,0,0,0,2.38511,2.38476,2.38546,2.38405,2.3837,2.38287,2.38299,2.38323,2.38382,2.34284,2.39995,2.39854,2.397,2.39912,2.39877,2.40383,2.395,2.39583,2.39995,2.39971,2.37934,2.37958,2.33436,2.38017,2.37722,2.37934,2.38134,2.3804,2.38017,2.37816,2.41502,2.41655,2.37286,2.41538,2.41314,2.36756,2.41267,2.41208,2.41632,2.41361,
0,0,0,0,2.38052,2.37781,2.37899,2.3751,2.3764,2.37734,2.37334,2.37769,2.37805,2.37816,2.40878,2.35803,2.40419,2.40666,2.40725,2.40572,2.40737,2.40654,2.4089,2.40643,2.40466,2.40183,2.40619,2.4036,2.40254,2.40407,2.40395,2.40548,2.40419,2.40513,2.38346,2.38664,2.38605,2.33659,2.33812,2.38676,2.38829,2.38747,2.38735,2.38829,
0,0,0,0,2.39171,2.38829,2.39017,2.38605,2.39076,2.39029,2.38864,2.38864,2.34743,2.389,2.39383,2.39394,2.39206,2.39512,2.39335,2.39277,2.39359,2.391,2.393,2.39547,2.3877,2.38841,2.38711,2.38641,2.38594,2.38758,2.38523,2.38629,2.34696,2.38605,2.41644,2.41479,2.41691,2.41467,2.41738,2.41667,2.41679,2.37145,2.36898,2.41797,
0,0,0,0,2.39912,2.39818,2.35532,2.39806,2.39536,2.39182,2.39854,2.39477,2.3963,2.39795,2.39324,2.38947,2.35438,2.39371,2.39347,2.39324,2.39383,2.39241,2.39347,2.39123,2.37404,2.37392,2.33341,2.37192,2.37522,2.37004,2.37286,2.36992,2.37475,2.37334,2.42056,2.4215,2.42079,2.4215,2.42103,2.37228,2.42032,2.37381,2.41961,2.42091,
0,0,0,0,2.39218,2.38806,2.3824,2.38829,2.39147,2.38488,2.38346,2.38688,2.38452,2.39053,2.39806,2.40042,2.39383,2.39206,2.39312,2.39865,2.35508,2.39253,2.39265,2.39359,2.38052,2.37793,2.38017,2.37757,2.37993,2.37781,2.37545,2.37863,2.37863,2.37805,2.40796,2.40784,2.3645,2.40431,2.4076,2.40372,2.40619,2.40478,2.40478,2.40654,
0,0,0,0,2.39712,2.39783,2.39606,2.39618,2.39583,2.39665,2.39594,2.39465,2.39477,2.39571,2.35061,2.39053,2.39065,2.38806,2.38817,2.38582,2.38947,2.38817,2.3897,2.38652,2.39877,2.39689,2.34967,2.39736,2.39618,2.39618,2.39653,2.39583,2.34955,2.39665,2.39489,2.3943,2.39288,2.39394,2.39277,2.39288,2.39465,2.39218,2.39041,2.39229,
0,0,0,0,2.41573,2.41302,2.41302,2.36957,2.41373,2.41267,2.41255,2.41337,2.36851,2.41208,2.38405,2.38629,2.37899,2.33765,2.38523,2.38499,2.38511,2.38535,2.38664,2.3353,2.35838,2.35932,2.35814,2.35967,2.3592,2.35779,2.35979,2.35873,2.35991,2.35814,2.42327,2.4235,2.42385,2.42433,2.42173,2.42138,2.42421,2.41961,2.41903,2.41938,
