0,0,0,4.111,4.1899,4.27587,0,0.339149,0.313242,0.312064,0.303821,0.306176,0.306176,0.301466,0.211968,0.277914,0,0.20137,0.0953856,0.161331,0.200192,0.164864,0.115405,0.216678,0.203725,0.242586,0.275558,0.28969,0.292045,0.277914,0.275558,0.270848,0.280269,0.259072,0.268493,0.234342,0.226099,0,0,0.929126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944435,0,0,0,0,0.633549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3.67293,4.05094,4.7104,0,0,0.40745,0.365056,0.381542,0.401562,0,0.383898,0.35799,0.372122,0.360346,0.253184,0.214323,0.228454,0.211968,0.249651,0.261427,0.247296,0.191949,0.270848,0.270848,0.129536,0.109517,0.131891,0.0800768,0.138957,0.150733,0.131891,0.162509,0.157798,0.207258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354458,0,0,0.160154,0.162509,0.124826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4.57851,3.52809,4.23229,0,0.162509,0.138957,0.169574,0.18135,0.094208,0.11305,0.116582,0.138957,0.136602,0.128358,0.355635,0.355635,0.332083,0.343859,0.281446,0.282624,0.308531,0.282624,0.34857,0.341504,0.222566,0.2944,0.248474,0.259072,0.270848,0.284979,0.282624,0.253184,0.306176,0.254362,0,0.452198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50519,0,0,0,0,0,0,0,0,0,0,0,0,1.09988,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,5.16731,4.39716,4.2476,0,0.370944,0.35799,0.369766,0.379187,0.409805,0.395674,0.393318,0.383898,0.373299,0.374477,0.236698,0.320307,0.244941,0,0.249651,0.263782,0.287334,0.317952,0.277914,0.301466,0.308531,0.308531,0.263782,0.292045,0.290867,0.303821,0.29911,0.28969,0.275558,0.272026,0,0,0,0,0,0,0,0,0,0,0,0,0.188416,0,0.193126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810189,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,5.53943,4.06508,4.18872,0,0.0989184,0.334438,0.254362,0.275558,0.254362,0.214323,0.0400384,0.249651,0.259072,0.252006,0.551117,0.560538,0.52992,0.514611,0.499302,0.546406,0.52992,0.518144,0.562893,0.532275,0.306176,0.280269,0.263782,0.270848,0.244941,0.26025,0.259072,0.26025,0.23552,0.195482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487526,0,0,0,0,0.508723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4.56438,3.9061,4.57615,0,0.322662,0.322662,0.306176,0.327373,0.320307,0.313242,0.31913,0.336794,0.327373,0.336794,0.409805,0.372122,0.388608,0.350925,0.355635,0.367411,0.388608,0.35328,0.402739,0.350925,0.296755,0.268493,0.295578,0.287334,0.301466,0.287334,0.320307,0.315597,0.272026,0.292045,0,0,0,0,0,0,0,0,0,0.47575,0,0,0,0,0,0,0,0.439245,0,0,0.136602,0.0800768,0.120115,0,0.0800768,0,0,0.11305,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4.68214,4.53729,4.66683,0,0.270848,0.284979,0.277914,0.254362,0.177818,0.222566,0.197837,0.223744,0.221389,0.219034,0.339149,0.29911,0.281446,0.29911,0.303821,0.301466,0.2944,0.306176,0.301466,0.315597,0.47104,0.438067,0.426291,0.421581,0.426291,0.419226,0.442778,0.41687,0.463974,0.413338,0.11776,0.11776,0,0,0,0,0,0,0,0.108339,0.209613,0,0,0,0.101274,0.0388608,0.104806,0,0.0800768,0,0,0,0,0,0,0,0,0.24023,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4.23347,4.37007,3.34909,0,0.26967,0.204902,0.247296,0.226099,0.23552,0.200192,0.242586,0.24023,0.221389,0.204902,0.280269,0.284979,0.272026,0.303821,0.287334,0.284979,0.268493,0.261427,0.253184,0.261427,0.287334,0.261427,0.273203,0.268493,0.286157,0.273203,0.273203,0.211968,0.222566,0.23552,0.0612352,0,0,0,0,0.164864,0,0.0753664,0.0894976,0.100096,0.286157,0,0,0,0,0,0,0,0,0.164864,0,0,0.204902,0,0,0,0.169574,0,0,0.211968,0,0,0,0,0,0,0,0,0,0,
0,0,0,5.00127,4.34299,4.48548,0,0.383898,0.355635,0.383898,0.341504,0.350925,0.343859,0.337971,0.362701,0.345037,0.28969,0.337971,0.322662,0.2944,0.296755,0.282624,0.273203,0.282624,0.29911,0.2944,0.313242,0.282624,0.202547,0.0518144,0.076544,0.211968,0.0906752,0.169574,0.082432,0.211968,0.233165,0,0,0,0,0,0,0,0,0,0,0.190771,0,0,0,0.101274,0.105984,0,0,0,0.12247,0,0,0,0,0,0,0,0,0,0.538163,0,0,0,0,0,0,0,0,0,0,
0,0,0,4.15104,5.04013,4.07921,0,0.454554,0.443955,0.449843,0.463974,0.473395,0.296755,0.461619,0.459264,0.435712,0.2944,0.255539,0.242586,0.207258,0.228454,0.209613,0.131891,0.219034,0.094208,0.184883,0.236698,0.244941,0.153088,0.200192,0.207258,0.207258,0.23081,0.23552,0.223744,0.164864,0.169574,0,0,0.659456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899686,0,0,0,0,0,0,0,0,0,0,0,
